raw_availability_id,external_accommodation_id,availability_date,is_closed,allocation,booked_by_customer,booked_by_owner,actual_available,potential_available,load_ts,source_file
672,ACC2021,2024-11-02 00:00:00,N,1,0,0,1,2,2024-11-02 00:00:00,availability_202411.csv
673,ACC2021,2024-11-03 00:00:00,N,1,1,1,0,1,2024-02-19 00:00:00,availability_202411.csv
674,ACC2021,2024-11-04 00:00:00,N,1,0,0,1,1,2024-10-15 00:00:00,availability_202411.csv
675,ACC2021,2024-11-05 00:00:00,N,3,0,1,2,3,2024-08-09 00:00:00,availability_202411.csv
676,ACC2021,2024-11-06 00:00:00,N,3,3,1,0,1,2024-04-06 00:00:00,availability_202411.csv
677,ACC2021,2024-11-07 00:00:00,N,3,1,1,1,2,2024-03-22 00:00:00,availability_202411.csv
678,ACC2021,2024-11-08 00:00:00,N,3,2,1,0,1,2024-05-03 00:00:00,availability_202411.csv
679,ACC2021,2024-11-09 00:00:00,N,2,2,1,0,0,2024-01-05 00:00:00,availability_202411.csv
680,ACC2021,2024-11-10 00:00:00,N,3,1,1,1,1,2024-12-16 00:00:00,availability_202411.csv
681,ACC2021,2024-11-11 00:00:00,N,1,1,0,0,1,2024-03-22 00:00:00,availability_202411.csv
682,ACC2021,2024-11-12 00:00:00,N,2,0,1,1,1,2024-08-05 00:00:00,availability_202411.csv
683,ACC2021,2024-11-13 00:00:00,N,2,2,0,0,1,2024-12-11 00:00:00,availability_202411.csv
684,ACC2021,2024-11-14 00:00:00,N,3,1,1,1,2,2024-12-28 00:00:00,availability_202411.csv
685,ACC2021,2024-11-15 00:00:00,N,2,2,0,0,1,2024-10-31 00:00:00,availability_202411.csv
686,ACC2021,2024-11-16 00:00:00,N,1,0,1,0,1,2024-09-02 00:00:00,availability_202411.csv
687,ACC2021,2024-11-17 00:00:00,N,2,1,1,0,0,2024-01-27 00:00:00,availability_202411.csv
688,ACC2021,2024-11-18 00:00:00,N,2,0,1,1,1,2024-11-01 00:00:00,availability_202411.csv
689,ACC2021,2024-11-19 00:00:00,N,2,2,1,0,1,2024-02-21 00:00:00,availability_202411.csv
690,ACC2021,2024-11-20 00:00:00,N,3,2,1,0,0,2024-03-13 00:00:00,availability_202411.csv
691,ACC2021,2024-11-21 00:00:00,N,1,1,0,0,0,2024-08-23 00:00:00,availability_202411.csv
692,ACC2021,2024-11-22 00:00:00,N,1,0,0,1,2,2024-05-07 00:00:00,availability_202411.csv
693,ACC2021,2024-11-23 00:00:00,N,3,1,1,1,1,2024-08-04 00:00:00,availability_202411.csv
694,ACC2021,2024-11-24 00:00:00,N,2,1,0,1,2,2024-04-23 00:00:00,availability_202411.csv
695,ACC2021,2024-11-25 00:00:00,N,2,1,0,1,1,2024-07-08 00:00:00,availability_202411.csv
696,ACC2021,2024-11-26 00:00:00,Y,1,0,0,1,1,2024-06-14 00:00:00,availability_202411.csv
697,ACC2021,2024-11-27 00:00:00,N,3,2,1,0,0,2024-02-16 00:00:00,availability_202411.csv
698,ACC2021,2024-11-28 00:00:00,N,1,1,0,0,0,2024-12-06 00:00:00,availability_202411.csv
699,ACC2021,2024-11-29 00:00:00,N,3,3,1,0,0,2024-08-18 00:00:00,availability_202411.csv
700,ACC2021,2024-11-30 00:00:00,N,2,1,0,1,1,2024-01-04 00:00:00,availability_202411.csv
701,ACC2021,2024-12-01 00:00:00,N,1,0,1,0,0,2024-04-30 00:00:00,availability_202412.csv
702,ACC2021,2024-12-02 00:00:00,N,3,3,0,0,0,2024-02-20 00:00:00,availability_202412.csv
703,ACC2021,2024-12-03 00:00:00,N,3,2,0,1,1,2024-10-09 00:00:00,availability_202412.csv
704,ACC2021,2024-12-04 00:00:00,N,3,1,0,2,3,2024-01-08 00:00:00,availability_202412.csv
705,ACC2021,2024-12-05 00:00:00,N,1,1,0,0,1,2024-06-20 00:00:00,availability_202412.csv
706,ACC2021,2024-12-06 00:00:00,N,2,2,1,0,0,2024-03-28 00:00:00,availability_202412.csv
707,ACC2021,2024-12-07 00:00:00,N,3,2,0,1,2,2024-05-07 00:00:00,availability_202412.csv
708,ACC2021,2024-12-08 00:00:00,N,2,2,0,0,1,2024-02-12 00:00:00,availability_202412.csv
709,ACC2021,2024-12-09 00:00:00,N,1,0,0,1,2,2024-01-27 00:00:00,availability_202412.csv
710,ACC2021,2024-12-10 00:00:00,N,1,1,0,0,0,2024-10-19 00:00:00,availability_202412.csv
711,ACC2021,2024-12-11 00:00:00,N,2,2,1,0,0,2024-09-03 00:00:00,availability_202412.csv
712,ACC2021,2024-12-12 00:00:00,N,2,2,0,0,1,2024-09-10 00:00:00,availability_202412.csv
713,ACC2021,2024-12-13 00:00:00,N,2,2,1,0,1,2024-05-11 00:00:00,availability_202412.csv
714,ACC2021,2024-12-14 00:00:00,N,3,2,1,0,1,2024-06-28 00:00:00,availability_202412.csv
715,ACC2021,2024-12-15 00:00:00,N,1,1,0,0,1,2024-05-13 00:00:00,availability_202412.csv
716,ACC2021,2024-12-16 00:00:00,N,1,1,1,0,1,2024-02-26 00:00:00,availability_202412.csv
717,ACC2021,2024-12-17 00:00:00,N,3,3,1,0,0,2024-09-22 00:00:00,availability_202412.csv
718,ACC2021,2024-12-18 00:00:00,N,1,1,1,0,0,2024-06-02 00:00:00,availability_202412.csv
719,ACC2021,2024-12-19 00:00:00,N,3,0,1,2,2,2024-02-08 00:00:00,availability_202412.csv
720,ACC2021,2024-12-20 00:00:00,N,3,3,1,0,1,2024-01-22 00:00:00,availability_202412.csv
721,ACC2021,2024-12-21 00:00:00,N,3,1,1,1,2,2024-06-15 00:00:00,availability_202412.csv
722,ACC2021,2024-12-22 00:00:00,N,1,1,1,0,0,2024-06-02 00:00:00,availability_202412.csv
723,ACC2021,2024-12-23 00:00:00,N,2,2,0,0,1,2024-03-15 00:00:00,availability_202412.csv
724,ACC2021,2024-12-24 00:00:00,N,3,3,1,0,0,2024-09-28 00:00:00,availability_202412.csv
725,ACC2021,2024-12-25 00:00:00,N,3,0,1,2,2,2024-06-17 00:00:00,availability_202412.csv
726,ACC2021,2024-12-26 00:00:00,N,1,0,1,0,1,2024-03-31 00:00:00,availability_202412.csv
727,ACC2021,2024-12-27 00:00:00,N,2,2,1,0,1,2024-01-23 00:00:00,availability_202412.csv
728,ACC2021,2024-12-28 00:00:00,N,2,0,1,1,1,2024-05-30 00:00:00,availability_202412.csv
729,ACC2021,2024-12-29 00:00:00,N,1,0,1,0,0,2024-08-12 00:00:00,availability_202412.csv
730,ACC2021,2024-12-30 00:00:00,N,3,0,0,3,3,2024-05-15 00:00:00,availability_202412.csv
731,ACC2008,2024-01-01 00:00:00,N,1,1,1,0,0,2024-12-09 00:00:00,availability_202401.csv
732,ACC2008,2024-01-02 00:00:00,N,1,1,1,0,0,2024-12-15 00:00:00,availability_202401.csv
733,ACC2008,2024-01-03 00:00:00,N,1,1,1,0,1,2024-02-12 00:00:00,availability_202401.csv
734,ACC2008,2024-01-04 00:00:00,N,2,0,0,2,3,2024-01-08 00:00:00,availability_202401.csv
735,ACC2008,2024-01-05 00:00:00,N,1,1,1,0,0,2024-12-29 00:00:00,availability_202401.csv
736,ACC2008,2024-01-06 00:00:00,N,3,0,0,3,4,2024-10-10 00:00:00,availability_202401.csv
737,ACC2008,2024-01-07 00:00:00,N,2,0,1,1,2,2024-08-21 00:00:00,availability_202401.csv
738,ACC2008,2024-01-08 00:00:00,N,2,0,1,1,2,2024-01-24 00:00:00,availability_202401.csv
739,ACC2008,2024-01-09 00:00:00,N,2,1,1,0,0,2024-11-05 00:00:00,availability_202401.csv
740,ACC2008,2024-01-10 00:00:00,N,3,1,0,2,2,2024-06-02 00:00:00,availability_202401.csv
741,ACC2008,2024-01-11 00:00:00,N,3,0,1,2,2,2024-02-26 00:00:00,availability_202401.csv
742,ACC2008,2024-01-12 00:00:00,N,2,0,1,1,2,2024-11-14 00:00:00,availability_202401.csv
743,ACC2008,2024-01-13 00:00:00,N,2,2,0,0,1,2024-05-23 00:00:00,availability_202401.csv
744,ACC2008,2024-01-14 00:00:00,N,3,0,0,3,3,2024-06-25 00:00:00,availability_202401.csv
745,ACC2008,2024-01-15 00:00:00,N,3,2,1,0,1,2024-10-29 00:00:00,availability_202401.csv
746,ACC2008,2024-01-16 00:00:00,N,3,0,0,3,3,2024-06-24 00:00:00,availability_202401.csv
747,ACC2008,2024-01-17 00:00:00,N,2,0,0,2,3,2024-02-19 00:00:00,availability_202401.csv
748,ACC2008,2024-01-18 00:00:00,N,3,0,0,3,4,2024-12-02 00:00:00,availability_202401.csv
749,ACC2008,2024-01-19 00:00:00,N,1,0,1,0,0,2024-01-25 00:00:00,availability_202401.csv
750,ACC2008,2024-01-20 00:00:00,N,3,3,0,0,0,2024-07-09 00:00:00,availability_202401.csv
751,ACC2008,2024-01-21 00:00:00,N,2,2,1,0,0,2024-06-11 00:00:00,availability_202401.csv
752,ACC2008,2024-01-22 00:00:00,N,1,1,1,0,0,2024-08-11 00:00:00,availability_202401.csv
753,ACC2008,2024-01-23 00:00:00,N,3,3,0,0,1,2024-06-26 00:00:00,availability_202401.csv
754,ACC2008,2024-01-24 00:00:00,N,3,3,0,0,0,2024-03-08 00:00:00,availability_202401.csv
755,ACC2008,2024-01-25 00:00:00,N,2,0,1,1,1,2024-03-14 00:00:00,availability_202401.csv
756,ACC2008,2024-01-26 00:00:00,N,1,0,0,1,2,2024-07-03 00:00:00,availability_202401.csv
757,ACC2008,2024-01-27 00:00:00,N,1,0,1,0,0,2024-11-09 00:00:00,availability_202401.csv
758,ACC2008,2024-01-28 00:00:00,N,2,2,1,0,1,2024-02-19 00:00:00,availability_202401.csv
759,ACC2008,2024-01-29 00:00:00,N,3,1,1,1,1,2024-01-27 00:00:00,availability_202401.csv
760,ACC2008,2024-01-30 00:00:00,N,3,0,1,2,3,2024-09-20 00:00:00,availability_202401.csv
761,ACC2008,2024-01-31 00:00:00,N,2,0,0,2,2,2024-05-21 00:00:00,availability_202401.csv
762,ACC2008,2024-02-01 00:00:00,N,2,0,0,2,3,2024-11-28 00:00:00,availability_202402.csv
763,ACC2008,2024-02-02 00:00:00,N,3,3,0,0,1,2024-01-20 00:00:00,availability_202402.csv
764,ACC2008,2024-02-03 00:00:00,N,2,1,0,1,1,2024-05-25 00:00:00,availability_202402.csv
765,ACC2008,2024-02-04 00:00:00,N,2,1,0,1,2,2024-10-10 00:00:00,availability_202402.csv
766,ACC2008,2024-02-05 00:00:00,N,1,0,1,0,0,2024-09-07 00:00:00,availability_202402.csv
767,ACC2008,2024-02-06 00:00:00,N,3,0,0,3,4,2024-05-14 00:00:00,availability_202402.csv
768,ACC2008,2024-02-07 00:00:00,Y,2,0,0,2,2,2024-06-13 00:00:00,availability_202402.csv
769,ACC2008,2024-02-08 00:00:00,N,3,0,0,3,4,2024-09-08 00:00:00,availability_202402.csv
770,ACC2008,2024-02-09 00:00:00,N,2,1,1,0,0,2024-10-04 00:00:00,availability_202402.csv
771,ACC2008,2024-02-10 00:00:00,N,2,0,1,1,2,2024-03-22 00:00:00,availability_202402.csv
772,ACC2008,2024-02-11 00:00:00,N,3,1,1,1,2,2024-03-24 00:00:00,availability_202402.csv
773,ACC2008,2024-02-12 00:00:00,N,2,1,0,1,2,2024-12-21 00:00:00,availability_202402.csv
774,ACC2008,2024-02-13 00:00:00,N,1,1,0,0,1,2024-01-29 00:00:00,availability_202402.csv
775,ACC2008,2024-02-14 00:00:00,N,1,0,1,0,1,2024-02-11 00:00:00,availability_202402.csv
776,ACC2008,2024-02-15 00:00:00,N,1,1,1,0,1,2024-01-07 00:00:00,availability_202402.csv
777,ACC2008,2024-02-16 00:00:00,N,3,2,0,1,1,2024-09-28 00:00:00,availability_202402.csv
778,ACC2008,2024-02-17 00:00:00,N,3,2,0,1,2,2024-02-17 00:00:00,availability_202402.csv
779,ACC2008,2024-02-18 00:00:00,Y,2,0,0,2,2,2024-09-09 00:00:00,availability_202402.csv
780,ACC2008,2024-02-19 00:00:00,N,2,2,0,0,1,2024-02-04 00:00:00,availability_202402.csv
781,ACC2008,2024-02-20 00:00:00,N,2,1,0,1,1,2024-08-30 00:00:00,availability_202402.csv
782,ACC2008,2024-02-21 00:00:00,N,2,2,0,0,1,2024-10-14 00:00:00,availability_202402.csv
783,ACC2008,2024-02-22 00:00:00,N,3,2,1,0,1,2024-11-09 00:00:00,availability_202402.csv
784,ACC2008,2024-02-23 00:00:00,N,1,0,0,1,1,2024-04-14 00:00:00,availability_202402.csv
785,ACC2008,2024-02-24 00:00:00,N,3,0,1,2,3,2024-07-30 00:00:00,availability_202402.csv
786,ACC2008,2024-02-25 00:00:00,N,1,1,0,0,0,2024-06-03 00:00:00,availability_202402.csv
787,ACC2008,2024-02-26 00:00:00,N,1,0,1,0,1,2024-11-11 00:00:00,availability_202402.csv
788,ACC2008,2024-02-27 00:00:00,N,1,0,1,0,0,2024-10-17 00:00:00,availability_202402.csv
789,ACC2008,2024-02-28 00:00:00,N,1,1,1,0,0,2024-08-08 00:00:00,availability_202402.csv
790,ACC2008,2024-02-29 00:00:00,N,2,0,1,1,1,2024-02-13 00:00:00,availability_202402.csv
791,ACC2008,2024-03-01 00:00:00,N,3,2,1,0,1,2024-07-09 00:00:00,availability_202403.csv
792,ACC2008,2024-03-02 00:00:00,N,2,2,0,0,1,2024-02-25 00:00:00,availability_202403.csv
793,ACC2008,2024-03-03 00:00:00,N,2,1,0,1,1,2024-09-30 00:00:00,availability_202403.csv
794,ACC2008,2024-03-04 00:00:00,N,2,2,1,0,0,2024-05-02 00:00:00,availability_202403.csv
795,ACC2008,2024-03-05 00:00:00,N,3,0,0,3,4,2024-03-20 00:00:00,availability_202403.csv
796,ACC2008,2024-03-06 00:00:00,N,1,0,0,1,1,2024-02-23 00:00:00,availability_202403.csv
797,ACC2008,2024-03-07 00:00:00,N,3,3,0,0,1,2024-01-14 00:00:00,availability_202403.csv
798,ACC2008,2024-03-08 00:00:00,Y,3,1,1,1,1,2024-01-13 00:00:00,availability_202403.csv
799,ACC2008,2024-03-09 00:00:00,N,2,0,1,1,2,2024-09-20 00:00:00,availability_202403.csv
800,ACC2008,2024-03-10 00:00:00,N,2,1,0,1,1,2024-07-18 00:00:00,availability_202403.csv
801,ACC2008,2024-03-11 00:00:00,N,1,0,1,0,1,2024-08-06 00:00:00,availability_202403.csv
802,ACC2008,2024-03-12 00:00:00,N,1,1,0,0,1,2024-04-09 00:00:00,availability_202403.csv
803,ACC2008,2024-03-13 00:00:00,N,3,0,0,3,3,2024-10-15 00:00:00,availability_202403.csv
804,ACC2008,2024-03-14 00:00:00,N,2,0,0,2,2,2024-05-30 00:00:00,availability_202403.csv
805,ACC2008,2024-03-15 00:00:00,N,2,1,0,1,2,2024-07-04 00:00:00,availability_202403.csv
806,ACC2008,2024-03-16 00:00:00,N,1,1,0,0,1,2024-04-06 00:00:00,availability_202403.csv
807,ACC2008,2024-03-17 00:00:00,N,2,1,0,1,1,2024-08-04 00:00:00,availability_202403.csv
808,ACC2008,2024-03-18 00:00:00,Y,3,3,0,0,1,2024-09-15 00:00:00,availability_202403.csv
809,ACC2008,2024-03-19 00:00:00,N,3,0,0,3,3,2024-06-08 00:00:00,availability_202403.csv
810,ACC2008,2024-03-20 00:00:00,N,3,1,1,1,2,2024-07-12 00:00:00,availability_202403.csv
811,ACC2008,2024-03-21 00:00:00,N,2,2,0,0,0,2024-12-12 00:00:00,availability_202403.csv
812,ACC2008,2024-03-22 00:00:00,N,2,2,0,0,1,2024-02-21 00:00:00,availability_202403.csv
813,ACC2008,2024-03-23 00:00:00,Y,3,3,1,0,0,2024-01-22 00:00:00,availability_202403.csv
814,ACC2008,2024-03-24 00:00:00,N,3,0,0,3,3,2024-11-12 00:00:00,availability_202403.csv
815,ACC2008,2024-03-25 00:00:00,N,3,2,1,0,1,2024-10-09 00:00:00,availability_202403.csv
816,ACC2008,2024-03-26 00:00:00,N,3,0,1,2,2,2024-04-08 00:00:00,availability_202403.csv
817,ACC2008,2024-03-27 00:00:00,N,2,1,1,0,1,2024-11-20 00:00:00,availability_202403.csv
818,ACC2008,2024-03-28 00:00:00,N,1,1,0,0,0,2024-02-05 00:00:00,availability_202403.csv
819,ACC2008,2024-03-29 00:00:00,N,3,0,1,2,3,2024-06-01 00:00:00,availability_202403.csv
820,ACC2008,2024-03-30 00:00:00,N,1,1,1,0,1,2024-04-23 00:00:00,availability_202403.csv
821,ACC2008,2024-03-31 00:00:00,N,3,0,1,2,2,2024-12-25 00:00:00,availability_202403.csv
822,ACC2008,2024-04-01 00:00:00,N,1,1,0,0,1,2024-12-27 00:00:00,availability_202404.csv
823,ACC2008,2024-04-02 00:00:00,N,1,1,0,0,1,2024-01-12 00:00:00,availability_202404.csv
824,ACC2008,2024-04-03 00:00:00,N,2,0,1,1,2,2024-09-06 00:00:00,availability_202404.csv
825,ACC2008,2024-04-04 00:00:00,N,3,0,0,3,4,2024-04-12 00:00:00,availability_202404.csv
826,ACC2008,2024-04-05 00:00:00,N,3,0,1,2,2,2024-09-01 00:00:00,availability_202404.csv
827,ACC2008,2024-04-06 00:00:00,N,3,2,1,0,1,2024-09-03 00:00:00,availability_202404.csv
828,ACC2008,2024-04-07 00:00:00,N,3,2,1,0,0,2024-09-11 00:00:00,availability_202404.csv
829,ACC2008,2024-04-08 00:00:00,N,3,1,1,1,1,2024-06-29 00:00:00,availability_202404.csv
830,ACC2008,2024-04-09 00:00:00,N,3,3,1,0,0,2024-09-27 00:00:00,availability_202404.csv
831,ACC2008,2024-04-10 00:00:00,N,2,0,1,1,2,2024-05-09 00:00:00,availability_202404.csv
832,ACC2008,2024-04-11 00:00:00,N,1,0,1,0,1,2024-07-27 00:00:00,availability_202404.csv
833,ACC2008,2024-04-12 00:00:00,N,2,0,0,2,3,2024-09-18 00:00:00,availability_202404.csv
834,ACC2008,2024-04-13 00:00:00,N,3,2,1,0,0,2024-06-10 00:00:00,availability_202404.csv
835,ACC2008,2024-04-14 00:00:00,N,2,2,1,0,1,2024-10-14 00:00:00,availability_202404.csv
836,ACC2008,2024-04-15 00:00:00,N,2,1,1,0,0,2024-10-20 00:00:00,availability_202404.csv
837,ACC2008,2024-04-16 00:00:00,N,3,0,1,2,3,2024-08-29 00:00:00,availability_202404.csv
838,ACC2008,2024-04-17 00:00:00,N,3,2,0,1,1,2024-02-20 00:00:00,availability_202404.csv
839,ACC2008,2024-04-18 00:00:00,N,2,1,0,1,1,2024-08-12 00:00:00,availability_202404.csv
840,ACC2008,2024-04-19 00:00:00,N,3,1,1,1,1,2024-05-01 00:00:00,availability_202404.csv
841,ACC2008,2024-04-20 00:00:00,N,3,1,0,2,3,2024-03-11 00:00:00,availability_202404.csv
842,ACC2008,2024-04-21 00:00:00,N,1,1,1,0,1,2024-04-05 00:00:00,availability_202404.csv
843,ACC2008,2024-04-22 00:00:00,N,3,3,1,0,0,2024-04-26 00:00:00,availability_202404.csv
844,ACC2008,2024-04-23 00:00:00,N,2,1,1,0,0,2024-10-13 00:00:00,availability_202404.csv
845,ACC2008,2024-04-24 00:00:00,N,2,0,1,1,1,2024-12-27 00:00:00,availability_202404.csv
846,ACC2008,2024-04-25 00:00:00,N,2,2,0,0,1,2024-04-28 00:00:00,availability_202404.csv
847,ACC2008,2024-04-26 00:00:00,N,3,2,0,1,1,2024-01-27 00:00:00,availability_202404.csv
848,ACC2008,2024-04-27 00:00:00,N,3,0,0,3,4,2024-05-26 00:00:00,availability_202404.csv
849,ACC2008,2024-04-28 00:00:00,N,2,2,0,0,1,2024-02-08 00:00:00,availability_202404.csv
850,ACC2008,2024-04-29 00:00:00,N,2,2,0,0,0,2024-01-04 00:00:00,availability_202404.csv
851,ACC2008,2024-04-30 00:00:00,N,1,0,1,0,1,2024-06-07 00:00:00,availability_202404.csv
852,ACC2008,2024-05-01 00:00:00,Y,2,1,0,1,1,2024-08-30 00:00:00,availability_202405.csv
853,ACC2008,2024-05-02 00:00:00,N,3,2,1,0,1,2024-06-01 00:00:00,availability_202405.csv
854,ACC2008,2024-05-03 00:00:00,N,3,1,0,2,3,2024-04-02 00:00:00,availability_202405.csv
855,ACC2008,2024-05-04 00:00:00,N,3,1,1,1,2,2024-12-17 00:00:00,availability_202405.csv
856,ACC2008,2024-05-05 00:00:00,N,1,0,1,0,0,2024-03-21 00:00:00,availability_202405.csv
857,ACC2008,2024-05-06 00:00:00,N,1,1,1,0,1,2024-10-18 00:00:00,availability_202405.csv
858,ACC2008,2024-05-07 00:00:00,N,1,0,1,0,1,2024-02-03 00:00:00,availability_202405.csv
859,ACC2008,2024-05-08 00:00:00,N,1,1,0,0,1,2024-01-01 00:00:00,availability_202405.csv
860,ACC2008,2024-05-09 00:00:00,Y,3,1,1,1,1,2024-07-27 00:00:00,availability_202405.csv
861,ACC2008,2024-05-10 00:00:00,N,2,0,0,2,3,2024-05-11 00:00:00,availability_202405.csv
862,ACC2008,2024-05-11 00:00:00,N,1,1,1,0,1,2024-06-22 00:00:00,availability_202405.csv
863,ACC2008,2024-05-12 00:00:00,N,1,1,1,0,1,2024-04-08 00:00:00,availability_202405.csv
864,ACC2008,2024-05-13 00:00:00,N,2,1,1,0,1,2024-02-10 00:00:00,availability_202405.csv
865,ACC2008,2024-05-14 00:00:00,N,1,1,0,0,1,2024-12-24 00:00:00,availability_202405.csv
866,ACC2008,2024-05-15 00:00:00,N,3,2,0,1,2,2024-06-24 00:00:00,availability_202405.csv
867,ACC2008,2024-05-16 00:00:00,N,2,2,1,0,0,2024-01-31 00:00:00,availability_202405.csv
868,ACC2008,2024-05-17 00:00:00,N,2,2,0,0,1,2024-03-24 00:00:00,availability_202405.csv
869,ACC2008,2024-05-18 00:00:00,Y,3,1,0,2,2,2024-07-23 00:00:00,availability_202405.csv
870,ACC2008,2024-05-19 00:00:00,Y,2,2,0,0,0,2024-11-17 00:00:00,availability_202405.csv
871,ACC2008,2024-05-20 00:00:00,N,1,1,1,0,1,2024-11-25 00:00:00,availability_202405.csv
872,ACC2008,2024-05-21 00:00:00,N,2,0,0,2,2,2024-10-30 00:00:00,availability_202405.csv
873,ACC2008,2024-05-22 00:00:00,N,3,2,1,0,1,2024-09-12 00:00:00,availability_202405.csv
874,ACC2008,2024-05-23 00:00:00,N,3,2,0,1,2,2024-08-20 00:00:00,availability_202405.csv
875,ACC2008,2024-05-24 00:00:00,N,1,1,1,0,1,2024-03-17 00:00:00,availability_202405.csv
876,ACC2008,2024-05-25 00:00:00,N,3,1,1,1,1,2024-07-28 00:00:00,availability_202405.csv
877,ACC2008,2024-05-26 00:00:00,Y,2,2,0,0,1,2024-10-13 00:00:00,availability_202405.csv
878,ACC2008,2024-05-27 00:00:00,N,2,1,0,1,1,2024-10-23 00:00:00,availability_202405.csv
879,ACC2008,2024-05-28 00:00:00,N,3,1,0,2,3,2024-03-08 00:00:00,availability_202405.csv
880,ACC2008,2024-05-29 00:00:00,N,1,0,0,1,2,2024-11-05 00:00:00,availability_202405.csv
881,ACC2008,2024-05-30 00:00:00,N,2,0,0,2,2,2024-01-01 00:00:00,availability_202405.csv
882,ACC2008,2024-05-31 00:00:00,N,2,2,1,0,0,2024-07-04 00:00:00,availability_202405.csv
883,ACC2008,2024-06-01 00:00:00,N,3,2,0,1,2,2024-07-12 00:00:00,availability_202406.csv
884,ACC2008,2024-06-02 00:00:00,N,2,0,0,2,2,2024-05-26 00:00:00,availability_202406.csv
885,ACC2008,2024-06-03 00:00:00,N,1,1,1,0,1,2024-12-20 00:00:00,availability_202406.csv
886,ACC2008,2024-06-04 00:00:00,N,1,0,1,0,0,2024-02-06 00:00:00,availability_202406.csv
887,ACC2008,2024-06-05 00:00:00,N,3,1,1,1,2,2024-05-02 00:00:00,availability_202406.csv
888,ACC2008,2024-06-06 00:00:00,N,2,1,1,0,0,2024-08-29 00:00:00,availability_202406.csv
889,ACC2008,2024-06-07 00:00:00,N,1,0,0,1,1,2024-11-22 00:00:00,availability_202406.csv
890,ACC2008,2024-06-08 00:00:00,N,1,0,0,1,1,2024-02-18 00:00:00,availability_202406.csv
891,ACC2008,2024-06-09 00:00:00,N,3,0,1,2,3,2024-10-10 00:00:00,availability_202406.csv
892,ACC2008,2024-06-10 00:00:00,N,3,1,1,1,2,2024-01-27 00:00:00,availability_202406.csv
893,ACC2008,2024-06-11 00:00:00,N,2,0,1,1,2,2024-01-13 00:00:00,availability_202406.csv
894,ACC2008,2024-06-12 00:00:00,N,3,2,0,1,1,2024-07-16 00:00:00,availability_202406.csv
895,ACC2008,2024-06-13 00:00:00,N,3,1,0,2,2,2024-05-10 00:00:00,availability_202406.csv
896,ACC2008,2024-06-14 00:00:00,N,3,1,0,2,3,2024-03-19 00:00:00,availability_202406.csv
897,ACC2008,2024-06-15 00:00:00,N,1,1,0,0,1,2024-01-21 00:00:00,availability_202406.csv
898,ACC2008,2024-06-16 00:00:00,N,2,2,0,0,1,2024-09-10 00:00:00,availability_202406.csv
899,ACC2008,2024-06-17 00:00:00,N,3,2,0,1,1,2024-11-13 00:00:00,availability_202406.csv
900,ACC2008,2024-06-18 00:00:00,N,3,3,0,0,0,2024-09-22 00:00:00,availability_202406.csv
901,ACC2008,2024-06-19 00:00:00,N,2,1,1,0,0,2024-09-16 00:00:00,availability_202406.csv
902,ACC2008,2024-06-20 00:00:00,N,2,1,0,1,2,2024-03-16 00:00:00,availability_202406.csv
903,ACC2008,2024-06-21 00:00:00,N,3,0,0,3,4,2024-02-23 00:00:00,availability_202406.csv
904,ACC2008,2024-06-22 00:00:00,N,2,2,1,0,1,2024-08-16 00:00:00,availability_202406.csv
905,ACC2008,2024-06-23 00:00:00,N,3,3,0,0,1,2024-04-24 00:00:00,availability_202406.csv
906,ACC2008,2024-06-24 00:00:00,N,1,0,0,1,2,2024-10-20 00:00:00,availability_202406.csv
907,ACC2008,2024-06-25 00:00:00,N,1,0,0,1,2,2024-06-17 00:00:00,availability_202406.csv
908,ACC2008,2024-06-26 00:00:00,N,2,0,1,1,2,2024-07-13 00:00:00,availability_202406.csv
909,ACC2008,2024-06-27 00:00:00,N,2,2,0,0,0,2024-01-11 00:00:00,availability_202406.csv
910,ACC2008,2024-06-28 00:00:00,N,1,0,1,0,1,2024-12-05 00:00:00,availability_202406.csv
911,ACC2008,2024-06-29 00:00:00,N,3,2,1,0,0,2024-06-28 00:00:00,availability_202406.csv
912,ACC2008,2024-06-30 00:00:00,N,1,0,1,0,0,2024-11-28 00:00:00,availability_202406.csv
913,ACC2008,2024-07-01 00:00:00,N,2,0,0,2,2,2024-06-18 00:00:00,availability_202407.csv
914,ACC2008,2024-07-02 00:00:00,N,1,1,1,0,0,2024-03-28 00:00:00,availability_202407.csv
915,ACC2008,2024-07-03 00:00:00,N,3,3,0,0,1,2024-05-26 00:00:00,availability_202407.csv
916,ACC2008,2024-07-04 00:00:00,N,3,3,0,0,1,2024-06-11 00:00:00,availability_202407.csv
917,ACC2008,2024-07-05 00:00:00,N,1,0,0,1,2,2024-03-24 00:00:00,availability_202407.csv
918,ACC2008,2024-07-06 00:00:00,N,3,2,0,1,1,2024-12-02 00:00:00,availability_202407.csv
919,ACC2008,2024-07-07 00:00:00,N,1,1,1,0,0,2024-02-19 00:00:00,availability_202407.csv
920,ACC2008,2024-07-08 00:00:00,N,2,2,1,0,1,2024-02-28 00:00:00,availability_202407.csv
921,ACC2008,2024-07-09 00:00:00,N,3,3,1,0,1,2024-03-31 00:00:00,availability_202407.csv
922,ACC2008,2024-07-10 00:00:00,N,3,2,0,1,1,2024-10-21 00:00:00,availability_202407.csv
923,ACC2008,2024-07-11 00:00:00,N,3,1,1,1,1,2024-06-30 00:00:00,availability_202407.csv
924,ACC2008,2024-07-12 00:00:00,N,2,0,1,1,1,2024-11-27 00:00:00,availability_202407.csv
