raw_booking_id,source_system,external_booking_id,booking_reference,external_customer_id,brochure,brand,created_ts,cancelled_ts,cancellation_reason,confirmed_ts,accommodation_start,accommodation_end,component_start,component_end,total_price,total_cost,credit_card_fee,booking_fee,cancellation_fee,adults,children,infants,is_owner_booking,booking_channel,channel_group,channel_reference,external_accommodation_id,load_ts,source_file
234,Mews,BK900234,BHG-2024-000234,CUST100571,BRO-MAI-SUM24,Maison Royale,2024-03-08 00:00:00,,,2024-03-08 08:00:00,2024-03-31 08:00:00,2024-04-02 08:00:00,2024-03-31 08:00:00,2024-04-02 08:00:00,3005.7,2288.64,85.96,39.4,0.0,3,0,1,N,Telephone,Direct,CH-4060,ACC2045,2024-03-08 00:00:00,bookings_202403.csv
235,Mews,BK900235,BHG-2024-000235,CUST100681,BRO-GRA-AUT24,Grand Palais,2024-04-01 00:00:00,,,2024-04-03 21:00:00,2024-07-14 21:00:00,2024-07-24 21:00:00,2024-07-14 21:00:00,2024-07-24 21:00:00,2534.42,1417.11,45.71,13.52,0.0,1,0,1,N,Travel Agent,Direct,CH-9359,ACC2013,2024-04-01 00:00:00,bookings_202404.csv
236,Mews,BK900236,BHG-2024-000236,CUST100013,BRO-GRA-AUT24,Grand Palais,2024-06-21 00:00:00,2024-07-21 10:00:00,No reason given,2024-06-22 10:00:00,2024-11-25 10:00:00,2024-12-05 10:00:00,2024-11-25 10:00:00,2024-12-05 10:00:00,38050.97,28459.64,1028.08,8.49,7610.19,4,0,0,Y,Telephone,Direct,CH-3824,ACC2008,2024-06-21 00:00:00,bookings_202406.csv
237,Mews,BK900237,BHG-2024-000237,CUST100398,BRO-MAI-WIN24,Maison Royale,2024-10-10 00:00:00,,,2024-10-12 21:00:00,2024-11-06 21:00:00,2024-11-08 21:00:00,2024-11-06 21:00:00,2024-11-08 21:00:00,7197.18,4071.0,163.38,44.43,0.0,4,2,0,N,GDS,Indirect,CH-6926,ACC2036,2024-10-10 00:00:00,bookings_202410.csv
238,ProtelPMS,BK900238,BHG-2024-000238,CUST100231,BRO-CHÂ-WIN24,Château Moderne,2023-09-26 00:00:00,2023-10-09 04:00:00,Flight cancelled,2023-09-28 04:00:00,2023-10-20 04:00:00,2023-10-25 04:00:00,2023-10-20 04:00:00,2023-10-25 04:00:00,6399.78,4589.24,131.87,20.24,1279.96,4,1,0,Y,OTA,Corporate,CH-7660,ACC2053,2023-09-26 00:00:00,bookings_202309.csv
239,Micros,BK900239,BHG-2024-000239,CUST100662,BRO-CHÂ-WIN24,Château Moderne,2024-10-12 00:00:00,,,2024-10-12 20:00:00,2024-12-19 20:00:00,2025-01-02 20:00:00,2024-12-19 20:00:00,2025-01-02 20:00:00,18845.27,12173.72,441.46,31.7,0.0,2,0,1,N,Travel Agent,Indirect,CH-7443,ACC2056,2024-10-12 00:00:00,bookings_202410.csv
240,Mews,BK900240,BHG-2024-000240,CUST100288,BRO-MAI-WIN24,Maison Royale,2024-10-27 00:00:00,,,2024-10-28 19:00:00,2025-01-20 19:00:00,2025-01-30 19:00:00,2025-01-20 19:00:00,2025-01-30 19:00:00,9754.87,7319.73,247.06,31.29,0.0,2,1,1,Y,Travel Agent,Direct,CH-9022,ACC2030,2024-10-27 00:00:00,bookings_202410.csv
241,Mews,BK900241,BHG-2024-000241,CUST100351,BRO-MAI-SPR24,Maison Royale,2024-06-13 00:00:00,,,2024-06-13 08:00:00,2024-08-23 08:00:00,2024-08-26 08:00:00,2024-08-23 08:00:00,2024-08-26 08:00:00,5092.99,3862.2,145.7,25.47,0.0,4,0,0,N,Telephone,Indirect,CH-9481,ACC2035,2024-06-13 00:00:00,bookings_202406.csv
242,Micros,BK900242,BHG-2024-000242,CUST100693,BRO-CHÂ-SPR24,Château Moderne,2023-10-13 00:00:00,,,2023-10-14 09:00:00,2024-03-22 09:00:00,2024-03-27 09:00:00,2024-03-22 09:00:00,2024-03-27 09:00:00,4242.73,3005.2,75.73,30.87,0.0,1,2,0,N,Corporate,Corporate,CH-9521,ACC2027,2023-10-13 00:00:00,bookings_202310.csv
243,ProtelPMS,BK900243,BHG-2024-000243,CUST100178,BRO-GRA-SPR24,Grand Palais,2023-10-26 00:00:00,,,2023-10-27 07:00:00,2023-12-25 07:00:00,2024-01-08 07:00:00,2023-12-25 07:00:00,2024-01-08 07:00:00,51646.89,38022.59,1065.22,17.62,0.0,4,0,0,Y,OTA,Indirect,CH-3397,ACC2008,2023-10-26 00:00:00,bookings_202310.csv
244,Micros,BK900244,BHG-2024-000244,CUST100261,BRO-CHÂ-SPR24,Château Moderne,2023-03-15 00:00:00,,,2023-03-16 08:00:00,2023-04-23 08:00:00,2023-04-28 08:00:00,2023-04-23 08:00:00,2023-04-28 08:00:00,3168.01,2423.05,91.61,20.46,0.0,2,0,0,Y,Telephone,Indirect,CH-1835,ACC2039,2023-03-15 00:00:00,bookings_202303.csv
245,ProtelPMS,BK900245,BHG-2024-000245,CUST100438,BRO-GRA-SUM24,Grand Palais,2024-05-16 00:00:00,,,2024-05-16 13:00:00,2024-09-21 13:00:00,2024-09-26 13:00:00,2024-09-21 13:00:00,2024-09-26 13:00:00,1297.84,940.71,38.82,1.85,0.0,1,0,0,N,Web,Corporate,CH-9769,ACC2041,2024-05-16 00:00:00,bookings_202405.csv
246,ProtelPMS,BK900246,BHG-2024-000246,CUST100275,BRO-CHÂ-WIN24,Château Moderne,2023-04-09 00:00:00,,,2023-04-11 06:00:00,2023-06-09 06:00:00,2023-06-10 06:00:00,2023-06-09 06:00:00,2023-06-10 06:00:00,499.22,386.73,12.88,12.79,0.0,2,0,0,N,Telephone,Corporate,CH-5370,ACC2009,2023-04-09 00:00:00,bookings_202304.csv
247,Mews,BK900247,BHG-2024-000247,CUST100566,BRO-GRA-WIN24,Grand Palais,2023-08-31 00:00:00,,,2023-08-31 19:00:00,2023-09-12 19:00:00,2023-09-22 19:00:00,2023-09-12 19:00:00,2023-09-22 19:00:00,34062.03,25198.32,614.72,27.73,0.0,4,0,0,N,OTA,Corporate,CH-5419,ACC2023,2023-08-31 00:00:00,bookings_202308.csv
248,Micros,BK900248,BHG-2024-000248,CUST100498,BRO-GRA-AUT24,Grand Palais,2023-04-08 00:00:00,,,2023-04-09 07:00:00,2023-07-29 07:00:00,2023-08-01 07:00:00,2023-07-29 07:00:00,2023-08-01 07:00:00,5691.49,3496.16,85.64,30.2,0.0,2,0,0,Y,Corporate,Direct,CH-4804,ACC2008,2023-04-08 00:00:00,bookings_202304.csv
249,Micros,BK900249,BHG-2024-000249,CUST100103,BRO-GRA-AUT24,Grand Palais,2023-03-25 00:00:00,,,2023-03-27 04:00:00,2023-07-25 04:00:00,2023-08-01 04:00:00,2023-07-25 04:00:00,2023-08-01 04:00:00,2421.5,1757.92,43.77,30.3,0.0,2,2,1,N,Travel Agent,Direct,CH-9176,ACC2055,2023-03-25 00:00:00,bookings_202303.csv
250,Micros,BK900250,BHG-2024-000250,CUST100520,BRO-GRA-SPR24,Grand Palais,2024-02-02 00:00:00,,,2024-02-04 08:00:00,2024-07-15 08:00:00,2024-07-18 08:00:00,2024-07-15 08:00:00,2024-07-18 08:00:00,2690.88,1730.02,49.16,15.9,0.0,3,0,1,N,GDS,Indirect,CH-4782,ACC2040,2024-02-02 00:00:00,bookings_202402.csv
251,ProtelPMS,BK900251,BHG-2024-000251,CUST100389,BRO-CHÂ-AUT24,Château Moderne,2024-04-25 00:00:00,,,2024-04-25 03:00:00,2024-09-23 03:00:00,2024-09-26 03:00:00,2024-09-23 03:00:00,2024-09-26 03:00:00,1470.45,925.49,30.46,22.09,0.0,1,1,0,Y,Web,Indirect,CH-5176,ACC2039,2024-04-25 00:00:00,bookings_202404.csv
252,Micros,BK900252,BHG-2024-000252,CUST100357,BRO-GRA-SUM24,Grand Palais,2023-10-03 00:00:00,,,2023-10-04 22:00:00,2023-12-16 22:00:00,2023-12-23 22:00:00,2023-12-16 22:00:00,2023-12-23 22:00:00,6204.78,4809.99,127.0,34.23,0.0,1,2,0,N,Web,Corporate,CH-1820,ACC2015,2023-10-03 00:00:00,bookings_202310.csv
253,Micros,BK900253,BHG-2024-000253,CUST100257,BRO-CHÂ-SUM24,Château Moderne,2024-06-21 00:00:00,,,2024-06-22 08:00:00,2024-10-22 08:00:00,2024-10-24 08:00:00,2024-10-22 08:00:00,2024-10-24 08:00:00,7265.32,4306.77,153.6,7.5,0.0,4,1,0,N,Web,Corporate,CH-1854,ACC2006,2024-06-21 00:00:00,bookings_202406.csv
254,Mews,BK900254,BHG-2024-000254,CUST100587,BRO-MAI-SUM24,Maison Royale,2023-06-30 00:00:00,,,2023-07-01 12:00:00,2023-11-25 12:00:00,2023-12-02 12:00:00,2023-11-25 12:00:00,2023-12-02 12:00:00,5973.11,3553.63,153.44,3.03,0.0,1,0,0,N,Telephone,Corporate,CH-3033,ACC2042,2023-06-30 00:00:00,bookings_202306.csv
255,ProtelPMS,BK900255,BHG-2024-000255,CUST100474,BRO-MAI-SUM24,Maison Royale,2024-01-13 00:00:00,,,2024-01-13 22:00:00,2024-02-28 22:00:00,2024-03-09 22:00:00,2024-02-28 22:00:00,2024-03-09 22:00:00,8946.38,6497.4,203.07,0.93,0.0,1,0,0,Y,Telephone,Direct,CH-1792,ACC2036,2024-01-13 00:00:00,bookings_202401.csv
256,Mews,BK900256,BHG-2024-000256,CUST100481,BRO-GRA-SUM24,Grand Palais,2023-05-16 00:00:00,,,2023-05-17 06:00:00,2023-10-26 06:00:00,2023-10-30 06:00:00,2023-10-26 06:00:00,2023-10-30 06:00:00,4379.49,3124.1,112.56,7.29,0.0,2,1,0,N,Corporate,Direct,CH-1009,ACC2010,2023-05-16 00:00:00,bookings_202305.csv
257,Micros,BK900257,BHG-2024-000257,CUST100295,BRO-MAI-AUT24,Maison Royale,2024-06-25 00:00:00,,,2024-06-27 14:00:00,2024-12-24 14:00:00,2024-12-29 14:00:00,2024-12-24 14:00:00,2024-12-29 14:00:00,14807.17,11356.44,300.72,27.25,0.0,3,1,1,N,OTA,Indirect,CH-3734,ACC2030,2024-06-25 00:00:00,bookings_202406.csv
258,Micros,BK900258,BHG-2024-000258,CUST100516,BRO-GRA-SPR24,Grand Palais,2024-05-26 00:00:00,2024-06-07 16:00:00,No reason given,2024-05-26 16:00:00,2024-06-11 16:00:00,2024-06-14 16:00:00,2024-06-11 16:00:00,2024-06-14 16:00:00,8124.13,5238.89,167.68,16.81,1624.83,4,0,0,N,Web,Direct,CH-8135,ACC2055,2024-05-26 00:00:00,bookings_202405.csv
259,Micros,BK900259,BHG-2024-000259,CUST100654,BRO-GRA-AUT24,Grand Palais,2023-05-31 00:00:00,,,2023-06-02 09:00:00,2023-11-07 09:00:00,2023-11-09 09:00:00,2023-11-07 09:00:00,2023-11-09 09:00:00,1105.55,837.03,31.57,11.38,0.0,2,1,0,Y,GDS,Indirect,CH-7087,ACC2049,2023-05-31 00:00:00,bookings_202305.csv
260,ProtelPMS,BK900260,BHG-2024-000260,CUST100210,BRO-MAI-AUT24,Maison Royale,2023-05-14 00:00:00,,,2023-05-16 05:00:00,2023-06-05 05:00:00,2023-06-08 05:00:00,2023-06-05 05:00:00,2023-06-08 05:00:00,4295.6,2708.92,123.03,39.92,0.0,3,0,0,N,OTA,Indirect,CH-6812,ACC2030,2023-05-14 00:00:00,bookings_202305.csv
261,ProtelPMS,BK900261,BHG-2024-000261,CUST100525,BRO-MAI-SUM24,Maison Royale,2024-05-03 00:00:00,,,2024-05-03 05:00:00,2024-09-09 05:00:00,2024-09-11 05:00:00,2024-09-09 05:00:00,2024-09-11 05:00:00,325.17,186.42,8.51,25.27,0.0,1,0,0,N,OTA,Direct,CH-9537,ACC2036,2024-05-03 00:00:00,bookings_202405.csv
262,Mews,BK900262,BHG-2024-000262,CUST100381,BRO-CHÂ-AUT24,Château Moderne,2024-04-04 00:00:00,,,2024-04-06 03:00:00,2024-07-07 03:00:00,2024-07-21 03:00:00,2024-07-07 03:00:00,2024-07-21 03:00:00,13216.78,9704.84,314.35,39.76,0.0,2,0,0,Y,OTA,Direct,CH-9978,ACC2002,2024-04-04 00:00:00,bookings_202404.csv
263,Micros,BK900263,BHG-2024-000263,CUST100580,BRO-CHÂ-AUT24,Château Moderne,2023-03-10 00:00:00,,,2023-03-10 19:00:00,2023-06-21 19:00:00,2023-06-25 19:00:00,2023-06-21 19:00:00,2023-06-25 19:00:00,2210.38,1680.88,36.25,17.28,0.0,2,0,0,N,Web,Direct,CH-5962,ACC2033,2023-03-10 00:00:00,bookings_202303.csv
264,Mews,BK900264,BHG-2024-000264,CUST100013,BRO-CHÂ-SUM24,Château Moderne,2023-07-19 00:00:00,,,2023-07-21 05:00:00,2023-12-20 05:00:00,2023-12-23 05:00:00,2023-12-20 05:00:00,2023-12-23 05:00:00,7527.57,4581.91,216.35,0.03,0.0,4,0,1,N,Web,Indirect,CH-8907,ACC2009,2023-07-19 00:00:00,bookings_202307.csv
265,ProtelPMS,BK900265,BHG-2024-000265,CUST100068,BRO-GRA-SPR24,Grand Palais,2024-04-24 00:00:00,2024-05-16 21:00:00,Medical,2024-04-24 21:00:00,2024-10-20 21:00:00,2024-10-27 21:00:00,2024-10-20 21:00:00,2024-10-27 21:00:00,12466.51,9596.77,235.26,25.14,2493.3,2,0,0,N,GDS,Corporate,CH-9520,ACC2015,2024-04-24 00:00:00,bookings_202404.csv
266,ProtelPMS,BK900266,BHG-2024-000266,CUST100699,BRO-GRA-SPR24,Grand Palais,2024-08-31 00:00:00,,,2024-09-01 07:00:00,2024-11-04 07:00:00,2024-11-05 07:00:00,2024-11-04 07:00:00,2024-11-05 07:00:00,1171.05,839.16,24.67,42.84,0.0,2,0,0,N,Web,Direct,CH-4663,ACC2018,2024-08-31 00:00:00,bookings_202408.csv
267,Micros,BK900267,BHG-2024-000267,CUST100225,BRO-MAI-WIN24,Maison Royale,2023-09-12 00:00:00,,,2023-09-14 11:00:00,2023-10-30 11:00:00,2023-11-01 11:00:00,2023-10-30 11:00:00,2023-11-01 11:00:00,3187.07,2060.24,63.64,3.65,0.0,2,0,1,Y,GDS,Direct,CH-6143,ACC2057,2023-09-12 00:00:00,bookings_202309.csv
268,Mews,BK900268,BHG-2024-000268,CUST100059,BRO-GRA-AUT24,Grand Palais,2024-02-20 00:00:00,,,2024-02-22 07:00:00,2024-04-08 07:00:00,2024-04-13 07:00:00,2024-04-08 07:00:00,2024-04-13 07:00:00,1277.51,771.88,36.01,22.13,0.0,1,0,0,N,Corporate,Indirect,CH-4852,ACC2028,2024-02-20 00:00:00,bookings_202402.csv
269,ProtelPMS,BK900269,BHG-2024-000269,CUST100294,BRO-GRA-AUT24,Grand Palais,2024-09-17 00:00:00,,,2024-09-17 21:00:00,2024-12-19 21:00:00,2024-12-21 21:00:00,2024-12-19 21:00:00,2024-12-21 21:00:00,961.09,546.79,25.05,6.75,0.0,2,1,0,Y,Web,Corporate,CH-3488,ACC2016,2024-09-17 00:00:00,bookings_202409.csv
270,Mews,BK900270,BHG-2024-000270,CUST100053,BRO-MAI-SUM24,Maison Royale,2024-04-27 00:00:00,,,2024-04-27 22:00:00,2024-05-12 22:00:00,2024-05-14 22:00:00,2024-05-12 22:00:00,2024-05-14 22:00:00,5843.78,3331.71,102.14,13.94,0.0,4,0,0,N,OTA,Direct,CH-1647,ACC2001,2024-04-27 00:00:00,bookings_202404.csv
271,Mews,BK900271,BHG-2024-000271,CUST100630,BRO-MAI-SPR24,Maison Royale,2023-07-16 00:00:00,2023-08-04 21:00:00,Flight cancelled,2023-07-16 21:00:00,2023-10-31 21:00:00,2023-11-07 21:00:00,2023-10-31 21:00:00,2023-11-07 21:00:00,12238.42,7531.8,195.5,27.28,2447.68,2,2,0,N,Corporate,Corporate,CH-4666,ACC2001,2023-07-16 00:00:00,bookings_202307.csv
272,Micros,BK900272,BHG-2024-000272,CUST100291,BRO-MAI-AUT24,Maison Royale,2024-02-07 00:00:00,,,2024-02-08 19:00:00,2024-08-03 19:00:00,2024-08-05 19:00:00,2024-08-03 19:00:00,2024-08-05 19:00:00,7825.02,4855.2,194.08,36.66,0.0,4,1,0,N,Travel Agent,Corporate,CH-6351,ACC2003,2024-02-07 00:00:00,bookings_202402.csv
273,Micros,BK900273,BHG-2024-000273,CUST100216,BRO-GRA-SPR24,Grand Palais,2024-04-17 00:00:00,2024-05-06 19:00:00,Medical,2024-04-17 19:00:00,2024-06-02 19:00:00,2024-06-03 19:00:00,2024-06-02 19:00:00,2024-06-03 19:00:00,1018.46,589.69,26.32,12.71,203.69,1,0,0,N,GDS,Indirect,CH-8132,ACC2016,2024-04-17 00:00:00,bookings_202404.csv
274,ProtelPMS,BK900274,BHG-2024-000274,CUST100420,BRO-GRA-SPR24,Grand Palais,2024-10-21 00:00:00,,,2024-10-23 22:00:00,2025-03-29 22:00:00,2025-04-01 22:00:00,2025-03-29 22:00:00,2025-04-01 22:00:00,1406.31,899.87,28.37,2.2,0.0,1,1,0,Y,Telephone,Indirect,CH-8594,ACC2008,2024-10-21 00:00:00,bookings_202410.csv
275,Mews,BK900275,BHG-2024-000275,CUST100675,BRO-GRA-WIN24,Grand Palais,2024-12-27 00:00:00,,,2024-12-28 17:00:00,2025-04-29 17:00:00,2025-05-01 17:00:00,2025-04-29 17:00:00,2025-05-01 17:00:00,5901.85,4266.14,165.38,8.28,0.0,3,1,0,N,Corporate,Direct,CH-8977,ACC2026,2024-12-27 00:00:00,bookings_202412.csv
276,Micros,BK900276,BHG-2024-000276,CUST100343,BRO-GRA-SPR24,Grand Palais,2023-02-13 00:00:00,,,2023-02-13 17:00:00,2023-04-22 17:00:00,2023-05-02 17:00:00,2023-04-22 17:00:00,2023-05-02 17:00:00,10305.87,7495.44,252.22,32.01,0.0,2,0,0,N,Web,Direct,CH-8910,ACC2010,2023-02-13 00:00:00,bookings_202302.csv
277,Mews,BK900277,BHG-2024-000277,CUST100514,BRO-GRA-SPR24,Grand Palais,2023-08-05 00:00:00,,,2023-08-05 18:00:00,2023-11-05 18:00:00,2023-11-15 18:00:00,2023-11-05 18:00:00,2023-11-15 18:00:00,10601.82,8147.05,286.29,20.47,0.0,2,2,0,Y,Web,Indirect,CH-6449,ACC2013,2023-08-05 00:00:00,bookings_202308.csv
278,Micros,BK900278,BHG-2024-000278,CUST100019,BRO-CHÂ-SUM24,Château Moderne,2024-08-26 00:00:00,,,2024-08-26 08:00:00,2025-01-01 08:00:00,2025-01-06 08:00:00,2025-01-01 08:00:00,2025-01-06 08:00:00,9533.19,7073.67,174.87,11.91,0.0,2,2,0,N,GDS,Corporate,CH-5163,ACC2027,2024-08-26 00:00:00,bookings_202408.csv
279,Mews,BK900279,BHG-2024-000279,CUST100405,BRO-CHÂ-SPR24,Château Moderne,2023-01-05 00:00:00,,,2023-01-07 19:00:00,2023-03-13 19:00:00,2023-03-14 19:00:00,2023-03-13 19:00:00,2023-03-14 19:00:00,1988.73,1290.49,58.43,36.11,0.0,4,1,0,Y,Web,Corporate,CH-6016,ACC2017,2023-01-05 00:00:00,bookings_202301.csv
280,Mews,BK900280,BHG-2024-000280,CUST100615,BRO-GRA-WIN24,Grand Palais,2023-02-22 00:00:00,,,2023-02-24 15:00:00,2023-07-29 15:00:00,2023-08-01 15:00:00,2023-07-29 15:00:00,2023-08-01 15:00:00,5366.93,4094.4,111.82,32.66,0.0,2,0,0,N,Web,Corporate,CH-8036,ACC2043,2023-02-22 00:00:00,bookings_202302.csv
281,ProtelPMS,BK900281,BHG-2024-000281,CUST100082,BRO-MAI-WIN24,Maison Royale,2024-10-24 00:00:00,2024-11-24 07:00:00,Flight cancelled,2024-10-25 07:00:00,2025-03-03 07:00:00,2025-03-04 07:00:00,2025-03-03 07:00:00,2025-03-04 07:00:00,2169.05,1528.13,46.06,40.77,433.81,3,0,0,N,Web,Indirect,CH-6070,ACC2022,2024-10-24 00:00:00,bookings_202410.csv
282,ProtelPMS,BK900282,BHG-2024-000282,CUST100556,BRO-MAI-WIN24,Maison Royale,2024-07-15 00:00:00,,,2024-07-15 08:00:00,2024-08-10 08:00:00,2024-08-12 08:00:00,2024-08-10 08:00:00,2024-08-12 08:00:00,1681.65,1222.86,44.36,12.15,0.0,4,0,0,N,Corporate,Indirect,CH-2989,ACC2045,2024-07-15 00:00:00,bookings_202407.csv
283,Mews,BK900283,BHG-2024-000283,CUST100513,BRO-GRA-SPR24,Grand Palais,2024-07-01 00:00:00,,,2024-07-03 11:00:00,2024-11-17 11:00:00,2024-11-19 11:00:00,2024-11-17 11:00:00,2024-11-19 11:00:00,1847.51,1055.24,32.6,36.3,0.0,2,0,0,N,OTA,Direct,CH-2039,ACC2050,2024-07-01 00:00:00,bookings_202407.csv
284,Mews,BK900284,BHG-2024-000284,CUST100167,BRO-GRA-AUT24,Grand Palais,2023-12-17 00:00:00,,,2023-12-17 20:00:00,2024-05-05 20:00:00,2024-05-15 20:00:00,2024-05-05 20:00:00,2024-05-15 20:00:00,17917.47,11458.83,472.15,4.66,0.0,4,0,0,N,Telephone,Direct,CH-8920,ACC2010,2023-12-17 00:00:00,bookings_202312.csv
285,Mews,BK900285,BHG-2024-000285,CUST100601,BRO-GRA-SUM24,Grand Palais,2024-12-15 00:00:00,,,2024-12-15 08:00:00,2025-02-18 08:00:00,2025-02-25 08:00:00,2025-02-18 08:00:00,2025-02-25 08:00:00,9941.0,5922.81,155.37,20.38,0.0,2,1,0,N,Web,Corporate,CH-7103,ACC2048,2024-12-15 00:00:00,bookings_202412.csv
286,Mews,BK900286,BHG-2024-000286,CUST100665,BRO-MAI-SPR24,Maison Royale,2024-03-01 00:00:00,2024-03-28 00:00:00,Change of plans,2024-03-01 00:00:00,2024-05-27 00:00:00,2024-06-03 00:00:00,2024-05-27 00:00:00,2024-06-03 00:00:00,4669.22,3076.5,108.81,24.82,933.84,1,2,0,N,GDS,Indirect,CH-5031,ACC2022,2024-03-01 00:00:00,bookings_202403.csv
287,Micros,BK900287,BHG-2024-000287,CUST100320,BRO-MAI-SUM24,Maison Royale,2024-03-11 00:00:00,2024-03-22 13:00:00,Price,2024-03-12 13:00:00,2024-03-28 13:00:00,2024-03-30 13:00:00,2024-03-28 13:00:00,2024-03-30 13:00:00,5161.24,4024.91,99.15,38.24,1032.25,3,0,0,N,Web,Indirect,CH-6052,ACC2035,2024-03-11 00:00:00,bookings_202403.csv
288,Mews,BK900288,BHG-2024-000288,CUST100308,BRO-CHÂ-SUM24,Château Moderne,2023-01-24 00:00:00,,,2023-01-24 03:00:00,2023-04-13 03:00:00,2023-04-17 03:00:00,2023-04-13 03:00:00,2023-04-17 03:00:00,1869.26,1069.0,35.45,15.02,0.0,1,0,0,N,OTA,Direct,CH-2291,ACC2027,2023-01-24 00:00:00,bookings_202301.csv
289,Mews,BK900289,BHG-2024-000289,CUST100238,BRO-CHÂ-SUM24,Château Moderne,2023-10-11 00:00:00,,,2023-10-12 15:00:00,2024-03-07 15:00:00,2024-03-17 15:00:00,2024-03-07 15:00:00,2024-03-17 15:00:00,9387.79,6583.82,154.96,18.16,0.0,1,2,0,N,Corporate,Direct,CH-6460,ACC2004,2023-10-11 00:00:00,bookings_202310.csv
290,Mews,BK900290,BHG-2024-000290,CUST100276,BRO-GRA-SUM24,Grand Palais,2023-02-23 00:00:00,,,2023-02-23 17:00:00,2023-03-19 17:00:00,2023-03-21 17:00:00,2023-03-19 17:00:00,2023-03-21 17:00:00,3703.38,2073.08,100.52,18.27,0.0,2,0,0,N,Telephone,Corporate,CH-5056,ACC2048,2023-02-23 00:00:00,bookings_202302.csv
291,ProtelPMS,BK900291,BHG-2024-000291,CUST100084,BRO-MAI-WIN24,Maison Royale,2023-06-22 00:00:00,,,2023-06-22 23:00:00,2023-12-12 23:00:00,2023-12-26 23:00:00,2023-12-12 23:00:00,2023-12-26 23:00:00,4793.16,3416.93,84.07,43.08,0.0,1,0,1,Y,Web,Corporate,CH-9568,ACC2022,2023-06-22 00:00:00,bookings_202306.csv
292,Micros,BK900292,BHG-2024-000292,CUST100280,BRO-GRA-AUT24,Grand Palais,2023-07-12 00:00:00,2023-07-21 15:00:00,Price,2023-07-14 15:00:00,2023-12-08 15:00:00,2023-12-11 15:00:00,2023-12-08 15:00:00,2023-12-11 15:00:00,5209.78,3216.11,88.79,43.82,1041.96,2,1,0,N,Travel Agent,Direct,CH-3042,ACC2037,2023-07-12 00:00:00,bookings_202307.csv
293,Micros,BK900293,BHG-2024-000293,CUST100431,BRO-CHÂ-WIN24,Château Moderne,2024-10-25 00:00:00,,,2024-10-27 15:00:00,2024-11-03 15:00:00,2024-11-05 15:00:00,2024-11-03 15:00:00,2024-11-05 15:00:00,1305.85,962.83,30.95,43.52,0.0,1,0,0,N,GDS,Direct,CH-4782,ACC2017,2024-10-25 00:00:00,bookings_202410.csv
294,ProtelPMS,BK900294,BHG-2024-000294,CUST100256,BRO-GRA-SUM24,Grand Palais,2023-02-17 00:00:00,,,2023-02-17 09:00:00,2023-06-05 09:00:00,2023-06-07 09:00:00,2023-06-05 09:00:00,2023-06-07 09:00:00,2872.63,2053.83,78.85,0.62,0.0,2,0,0,N,Telephone,Indirect,CH-3365,ACC2048,2023-02-17 00:00:00,bookings_202302.csv
295,ProtelPMS,BK900295,BHG-2024-000295,CUST100151,BRO-GRA-SPR24,Grand Palais,2024-10-25 00:00:00,,,2024-10-25 15:00:00,2025-02-03 15:00:00,2025-02-07 15:00:00,2025-02-03 15:00:00,2025-02-07 15:00:00,4299.5,2564.03,105.45,9.31,0.0,2,2,0,N,GDS,Corporate,CH-4977,ACC2047,2024-10-25 00:00:00,bookings_202410.csv
296,ProtelPMS,BK900296,BHG-2024-000296,CUST100502,BRO-CHÂ-SPR24,Château Moderne,2023-10-08 00:00:00,2023-10-25 07:00:00,Flight cancelled,2023-10-10 07:00:00,2023-10-29 07:00:00,2023-11-01 07:00:00,2023-10-29 07:00:00,2023-11-01 07:00:00,2405.39,1613.02,43.44,4.97,481.08,1,0,0,N,Travel Agent,Direct,CH-7982,ACC2032,2023-10-08 00:00:00,bookings_202310.csv
297,Mews,BK900297,BHG-2024-000297,CUST100015,BRO-CHÂ-SPR24,Château Moderne,2024-06-26 00:00:00,,,2024-06-26 08:00:00,2024-11-30 08:00:00,2024-12-07 08:00:00,2024-11-30 08:00:00,2024-12-07 08:00:00,6871.22,5144.38,189.59,43.36,0.0,3,0,1,N,Corporate,Direct,CH-8178,ACC2031,2024-06-26 00:00:00,bookings_202406.csv
298,ProtelPMS,BK900298,BHG-2024-000298,CUST100137,BRO-CHÂ-SPR24,Château Moderne,2023-08-29 00:00:00,,,2023-08-31 14:00:00,2023-12-14 14:00:00,2023-12-17 14:00:00,2023-12-14 14:00:00,2023-12-17 14:00:00,1489.31,1066.18,34.0,31.05,0.0,2,2,0,N,GDS,Indirect,CH-1332,ACC2002,2023-08-29 00:00:00,bookings_202308.csv
299,Mews,BK900299,BHG-2024-000299,CUST100065,BRO-GRA-SPR24,Grand Palais,2023-04-20 00:00:00,,,2023-04-21 06:00:00,2023-07-09 06:00:00,2023-07-12 06:00:00,2023-07-09 06:00:00,2023-07-12 06:00:00,8364.71,6481.09,125.89,43.14,0.0,4,2,0,Y,OTA,Indirect,CH-1023,ACC2037,2023-04-20 00:00:00,bookings_202304.csv
300,ProtelPMS,BK900300,BHG-2024-000300,CUST100493,BRO-GRA-SPR24,Grand Palais,2023-07-11 00:00:00,,,2023-07-11 13:00:00,2023-10-04 13:00:00,2023-10-09 13:00:00,2023-10-04 13:00:00,2023-10-09 13:00:00,13964.21,9831.67,410.68,25.43,0.0,4,0,0,N,Corporate,Indirect,CH-4215,ACC2013,2023-07-11 00:00:00,bookings_202307.csv
