raw_component_id,raw_booking_id,external_booking_id,component_type,component_reference,component_name,external_accommodation_id,external_supplier_id,start_date,end_date,created_ts,cancelled_ts,cancellation_notes,duration_days,sequence,price,cost,price_currency,cost_currency,price_fx_rate,cost_fx_rate,adults,children,infants,status,load_ts,source_file
314,186,BK900186,Accommodation,COMP-0000314,Accommodation - Standard,ACC2057,SUP5002,2023-03-01 12:00:00,2023-03-03 12:00:00,2023-02-06 00:00:00,2023-03-08 12:00:00,Flight cancelled,2,1,6066.99,3768.18,EUR,EUR,1.0,1.0,4,0,0,Cancelled,2023-02-06 00:00:00,bookings_202302.csv
315,187,BK900187,Accommodation,COMP-0000315,Accommodation - Standard,ACC2058,SUP5005,2024-07-06 12:00:00,2024-07-08 12:00:00,2024-04-02 00:00:00,,,2,1,1587.82,967.34,GBP,EUR,0.96769,1.0,1,2,0,Checked-Out,2024-04-02 00:00:00,bookings_202404.csv
316,187,BK900187,Parking,COMP-0000316,Parking - Deluxe,,SUP5006,2024-07-06 12:00:00,2024-07-06 15:00:00,2024-04-02 00:00:00,,,0,2,282.26,176.92,GBP,EUR,1.02879,1.0,1,2,0,Checked-In,2024-04-02 00:00:00,bookings_202404.csv
317,188,BK900188,Accommodation,COMP-0000317,Accommodation - Premium,ACC2045,SUP5004,2024-03-07 14:00:00,2024-03-09 14:00:00,2023-09-13 00:00:00,,,2,1,1557.47,1132.77,EUR,EUR,1.0,1.0,1,0,0,Checked-In,2023-09-13 00:00:00,bookings_202309.csv
318,189,BK900189,Accommodation,COMP-0000318,Accommodation - Premium,ACC2058,SUP5001,2023-07-20 14:00:00,2023-08-03 14:00:00,2023-01-21 00:00:00,,,14,1,5062.91,3866.48,EUR,EUR,1.0,1.0,2,0,0,Checked-In,2023-01-21 00:00:00,bookings_202301.csv
319,189,BK900189,Spa,COMP-0000319,Spa - Standard,,SUP5006,2023-07-20 14:00:00,2023-07-20 17:00:00,2023-01-21 00:00:00,,,0,2,3054.77,1691.23,USD,EUR,0.99423,1.0,2,0,0,Confirmed,2023-01-21 00:00:00,bookings_202301.csv
320,190,BK900190,Accommodation,COMP-0000320,Accommodation - Premium,ACC2046,SUP5006,2023-09-05 21:00:00,2023-09-12 21:00:00,2023-03-27 00:00:00,2023-04-26 21:00:00,No reason given,7,1,5588.74,3303.35,USD,EUR,1.04047,1.0,2,1,0,Cancelled,2023-03-27 00:00:00,bookings_202303.csv
321,190,BK900190,Restaurant,COMP-0000321,Restaurant - Standard,,SUP5003,2023-09-05 21:00:00,2023-09-05 22:00:00,2023-03-27 00:00:00,2023-04-26 21:00:00,No reason given,0,2,1232.5,769.72,GBP,EUR,0.94154,1.0,2,1,0,Cancelled,2023-03-27 00:00:00,bookings_202303.csv
322,191,BK900191,Accommodation,COMP-0000322,Accommodation - Deluxe,ACC2017,SUP5005,2024-07-08 07:00:00,2024-07-09 07:00:00,2024-04-04 00:00:00,,,1,1,1501.58,944.92,GBP,EUR,1.08125,1.0,4,1,0,Checked-Out,2024-04-04 00:00:00,bookings_202404.csv
323,192,BK900192,Accommodation,COMP-0000323,Accommodation - Deluxe,ACC2025,SUP5005,2024-07-30 04:00:00,2024-08-02 04:00:00,2024-02-02 00:00:00,,,3,1,2580.8,1847.7,EUR,EUR,1.0,1.0,2,0,1,Checked-Out,2024-02-02 00:00:00,bookings_202402.csv
324,193,BK900193,Accommodation,COMP-0000324,Accommodation - Standard,ACC2059,SUP5003,2025-05-14 10:00:00,2025-05-18 10:00:00,2024-11-18 00:00:00,,,4,1,2896.79,2161.37,EUR,EUR,1.0,1.0,1,0,0,Checked-In,2024-11-18 00:00:00,bookings_202411.csv
325,193,BK900193,Laundry,COMP-0000325,Laundry - Standard,,SUP5004,2025-05-14 10:00:00,2025-05-14 13:00:00,2024-11-18 00:00:00,,,0,2,2009.6,1223.08,EUR,EUR,1.0,1.0,1,0,0,Confirmed,2024-11-18 00:00:00,bookings_202411.csv
326,194,BK900194,Accommodation,COMP-0000326,Accommodation - Standard,ACC2048,SUP5004,2024-01-31 09:00:00,2024-02-14 09:00:00,2023-12-16 00:00:00,,,14,1,39725.82,28020.4,USD,EUR,0.94932,1.0,4,1,0,Checked-In,2023-12-16 00:00:00,bookings_202312.csv
327,194,BK900194,Parking,COMP-0000327,Parking - Standard,,SUP5006,2024-01-31 09:00:00,2024-01-31 13:00:00,2023-12-16 00:00:00,,,0,2,8835.52,5581.25,USD,EUR,0.92861,1.0,4,1,0,Checked-Out,2023-12-16 00:00:00,bookings_202312.csv
328,195,BK900195,Accommodation,COMP-0000328,Accommodation - Standard,ACC2028,SUP5002,2025-02-02 05:00:00,2025-02-03 05:00:00,2024-12-03 00:00:00,,,1,1,961.74,593.47,EUR,EUR,1.0,1.0,2,0,0,Confirmed,2024-12-03 00:00:00,bookings_202412.csv
329,195,BK900195,Spa,COMP-0000329,Spa - Deluxe,,SUP5002,2025-02-02 05:00:00,2025-02-02 06:00:00,2024-12-03 00:00:00,,,0,2,481.8,305.05,GBP,EUR,0.93631,1.0,2,0,0,Confirmed,2024-12-03 00:00:00,bookings_202412.csv
330,196,BK900196,Accommodation,COMP-0000330,Accommodation - Standard,ACC2012,SUP5006,2024-06-30 00:00:00,2024-07-02 00:00:00,2024-06-03 00:00:00,,,2,1,2583.57,1571.15,GBP,EUR,1.00203,1.0,2,0,0,Confirmed,2024-06-03 00:00:00,bookings_202406.csv
331,196,BK900196,Restaurant,COMP-0000331,Restaurant - Standard,,SUP5004,2024-06-30 00:00:00,2024-06-30 02:00:00,2024-06-03 00:00:00,,,0,2,1761.76,984.9,EUR,EUR,1.0,1.0,2,0,0,Checked-In,2024-06-03 00:00:00,bookings_202406.csv
332,196,BK900196,Parking,COMP-0000332,Parking - Premium,,SUP5003,2024-06-30 00:00:00,2024-06-30 03:00:00,2024-06-03 00:00:00,,,0,3,722.54,468.32,GBP,EUR,0.93688,1.0,2,0,0,Confirmed,2024-06-03 00:00:00,bookings_202406.csv
333,197,BK900197,Accommodation,COMP-0000333,Accommodation - Premium,ACC2027,SUP5001,2024-08-04 12:00:00,2024-08-09 12:00:00,2024-06-02 00:00:00,,,5,1,6126.36,3557.94,GBP,EUR,1.06209,1.0,2,0,0,Checked-In,2024-06-02 00:00:00,bookings_202406.csv
334,197,BK900197,Transfer,COMP-0000334,Transfer - Deluxe,,SUP5006,2024-08-04 12:00:00,2024-08-04 13:00:00,2024-06-02 00:00:00,,,0,2,1316.35,866.28,USD,EUR,1.03896,1.0,2,0,0,Checked-Out,2024-06-02 00:00:00,bookings_202406.csv
335,198,BK900198,Accommodation,COMP-0000335,Accommodation - Premium,ACC2040,SUP5002,2024-09-11 10:00:00,2024-09-18 10:00:00,2024-03-16 00:00:00,2024-04-09 10:00:00,Price,7,1,11833.05,8408.36,USD,EUR,0.92192,1.0,3,0,0,Cancelled,2024-03-16 00:00:00,bookings_202403.csv
336,198,BK900198,Minibar,COMP-0000336,Minibar - Standard,,SUP5003,2024-09-11 10:00:00,2024-09-11 11:00:00,2024-03-16 00:00:00,2024-04-09 10:00:00,Price,0,2,7501.06,4690.15,EUR,EUR,1.0,1.0,3,0,0,Cancelled,2024-03-16 00:00:00,bookings_202403.csv
337,199,BK900199,Accommodation,COMP-0000337,Accommodation - Standard,ACC2048,SUP5001,2024-09-18 23:00:00,2024-09-21 23:00:00,2024-05-06 00:00:00,,,3,1,1788.94,1348.06,GBP,EUR,1.02132,1.0,2,2,0,Checked-In,2024-05-06 00:00:00,bookings_202405.csv
338,200,BK900200,Accommodation,COMP-0000338,Accommodation - Standard,ACC2010,SUP5006,2023-09-19 01:00:00,2023-09-20 01:00:00,2023-05-26 00:00:00,,,1,1,3437.82,2498.52,EUR,EUR,1.0,1.0,4,0,1,Checked-Out,2023-05-26 00:00:00,bookings_202305.csv
339,200,BK900200,Restaurant,COMP-0000339,Restaurant - Premium,,SUP5002,2023-09-19 01:00:00,2023-09-19 05:00:00,2023-05-26 00:00:00,,,0,2,909.18,510.01,EUR,EUR,1.0,1.0,4,0,1,Confirmed,2023-05-26 00:00:00,bookings_202305.csv
340,201,BK900201,Accommodation,COMP-0000340,Accommodation - Deluxe,ACC2002,SUP5001,2024-03-23 12:00:00,2024-03-26 12:00:00,2024-02-05 00:00:00,,,3,1,740.16,448.05,EUR,EUR,1.0,1.0,1,1,1,Checked-In,2024-02-05 00:00:00,bookings_202402.csv
341,202,BK900202,Accommodation,COMP-0000341,Accommodation - Deluxe,ACC2028,SUP5006,2023-12-09 14:00:00,2023-12-10 14:00:00,2023-06-13 00:00:00,,,1,1,650.35,392.23,EUR,EUR,1.0,1.0,1,0,0,Checked-Out,2023-06-13 00:00:00,bookings_202306.csv
342,202,BK900202,Laundry,COMP-0000342,Laundry - Premium,,SUP5003,2023-12-09 14:00:00,2023-12-09 16:00:00,2023-06-13 00:00:00,,,0,2,141.86,104.75,USD,EUR,1.05524,1.0,1,0,0,Checked-In,2023-06-13 00:00:00,bookings_202306.csv
343,203,BK900203,Accommodation,COMP-0000343,Accommodation - Deluxe,ACC2041,SUP5005,2023-11-28 19:00:00,2023-12-01 19:00:00,2023-06-12 00:00:00,,,3,1,3429.41,2659.65,EUR,EUR,1.0,1.0,2,2,0,Confirmed,2023-06-12 00:00:00,bookings_202306.csv
344,204,BK900204,Accommodation,COMP-0000344,Accommodation - Standard,ACC2029,SUP5004,2024-03-26 05:00:00,2024-03-29 05:00:00,2024-01-14 00:00:00,,,3,1,5374.64,3094.33,USD,EUR,0.93231,1.0,3,0,0,Checked-Out,2024-01-14 00:00:00,bookings_202401.csv
345,204,BK900204,Minibar,COMP-0000345,Minibar - Standard,,SUP5006,2024-03-26 05:00:00,2024-03-26 08:00:00,2024-01-14 00:00:00,,,0,2,2094.87,1421.11,EUR,EUR,1.0,1.0,3,0,0,Confirmed,2024-01-14 00:00:00,bookings_202401.csv
346,205,BK900205,Accommodation,COMP-0000346,Accommodation - Standard,ACC2051,SUP5003,2025-03-17 05:00:00,2025-03-31 05:00:00,2024-10-09 00:00:00,,,14,1,30529.66,18576.54,EUR,EUR,1.0,1.0,4,0,1,Confirmed,2024-10-09 00:00:00,bookings_202410.csv
347,206,BK900206,Accommodation,COMP-0000347,Accommodation - Deluxe,ACC2032,SUP5004,2024-05-13 10:00:00,2024-05-20 10:00:00,2024-04-18 00:00:00,,,7,1,2786.98,1596.68,EUR,EUR,1.0,1.0,1,0,0,Checked-Out,2024-04-18 00:00:00,bookings_202404.csv
348,206,BK900206,Spa,COMP-0000348,Spa - Standard,,SUP5003,2024-05-13 10:00:00,2024-05-13 13:00:00,2024-04-18 00:00:00,,,0,2,388.13,262.27,GBP,EUR,0.92797,1.0,1,0,0,Checked-In,2024-04-18 00:00:00,bookings_202404.csv
349,207,BK900207,Accommodation,COMP-0000349,Accommodation - Standard,ACC2010,SUP5004,2024-02-16 16:00:00,2024-02-20 16:00:00,2023-10-07 00:00:00,,,4,1,6686.77,3823.8,EUR,EUR,1.0,1.0,2,0,0,Checked-In,2023-10-07 00:00:00,bookings_202310.csv
350,207,BK900207,Parking,COMP-0000350,Parking - Standard,,SUP5001,2024-02-16 16:00:00,2024-02-16 18:00:00,2023-10-07 00:00:00,,,0,2,4704.98,2771.66,EUR,EUR,1.0,1.0,2,0,0,Confirmed,2023-10-07 00:00:00,bookings_202310.csv
351,207,BK900207,Transfer,COMP-0000351,Transfer - Deluxe,,SUP5006,2024-02-16 16:00:00,2024-02-16 20:00:00,2023-10-07 00:00:00,,,0,3,815.34,601.86,GBP,EUR,1.08608,1.0,2,0,0,Checked-Out,2023-10-07 00:00:00,bookings_202310.csv
352,208,BK900208,Accommodation,COMP-0000352,Accommodation - Premium,ACC2020,SUP5002,2023-11-08 02:00:00,2023-11-11 02:00:00,2023-09-25 00:00:00,2023-10-17 02:00:00,Price,3,1,3615.42,2596.18,EUR,EUR,1.0,1.0,3,1,0,Cancelled,2023-09-25 00:00:00,bookings_202309.csv
353,209,BK900209,Accommodation,COMP-0000353,Accommodation - Deluxe,ACC2060,SUP5003,2023-12-26 10:00:00,2023-12-29 10:00:00,2023-10-08 00:00:00,,,3,1,3373.54,2405.06,EUR,EUR,1.0,1.0,2,0,0,Confirmed,2023-10-08 00:00:00,bookings_202310.csv
354,210,BK900210,Accommodation,COMP-0000354,Accommodation - Standard,ACC2036,SUP5006,2023-07-20 07:00:00,2023-07-24 07:00:00,2023-01-27 00:00:00,,,4,1,4834.94,2840.08,GBP,EUR,0.96839,1.0,2,2,0,Checked-In,2023-01-27 00:00:00,bookings_202301.csv
355,210,BK900210,Restaurant,COMP-0000355,Restaurant - Premium,,SUP5006,2023-07-20 07:00:00,2023-07-20 10:00:00,2023-01-27 00:00:00,,,0,2,3927.47,2745.39,EUR,EUR,1.0,1.0,2,2,0,Checked-Out,2023-01-27 00:00:00,bookings_202301.csv
356,210,BK900210,Laundry,COMP-0000356,Laundry - Premium,,SUP5006,2023-07-20 07:00:00,2023-07-20 10:00:00,2023-01-27 00:00:00,,,0,3,764.26,543.29,USD,EUR,0.94138,1.0,2,2,0,Checked-Out,2023-01-27 00:00:00,bookings_202301.csv
357,211,BK900211,Accommodation,COMP-0000357,Accommodation - Premium,ACC2010,SUP5002,2023-06-04 18:00:00,2023-06-07 18:00:00,2023-04-15 00:00:00,2023-04-29 18:00:00,No reason given,3,1,2604.88,1954.14,GBP,EUR,0.91841,1.0,2,0,0,Cancelled,2023-04-15 00:00:00,bookings_202304.csv
358,211,BK900211,Spa,COMP-0000358,Spa - Deluxe,,SUP5002,2023-06-04 18:00:00,2023-06-04 21:00:00,2023-04-15 00:00:00,2023-04-29 18:00:00,No reason given,0,2,466.32,354.57,EUR,EUR,1.0,1.0,2,0,0,Cancelled,2023-04-15 00:00:00,bookings_202304.csv
359,211,BK900211,Laundry,COMP-0000359,Laundry - Standard,,SUP5004,2023-06-04 18:00:00,2023-06-04 20:00:00,2023-04-15 00:00:00,2023-04-29 18:00:00,No reason given,0,3,1107.05,655.11,USD,EUR,0.94979,1.0,2,0,0,Cancelled,2023-04-15 00:00:00,bookings_202304.csv
360,212,BK900212,Accommodation,COMP-0000360,Accommodation - Standard,ACC2011,SUP5005,2023-07-04 09:00:00,2023-07-07 09:00:00,2023-04-29 00:00:00,2023-05-22 09:00:00,Flight cancelled,3,1,3623.02,2222.95,EUR,EUR,1.0,1.0,2,0,0,Cancelled,2023-04-29 00:00:00,bookings_202304.csv
361,212,BK900212,Spa,COMP-0000361,Spa - Premium,,SUP5005,2023-07-04 09:00:00,2023-07-04 10:00:00,2023-04-29 00:00:00,2023-05-22 09:00:00,Flight cancelled,0,2,1077.68,831.63,GBP,EUR,0.93119,1.0,2,0,0,Cancelled,2023-04-29 00:00:00,bookings_202304.csv
362,213,BK900213,Accommodation,COMP-0000362,Accommodation - Standard,ACC2049,SUP5003,2024-10-24 02:00:00,2024-11-03 02:00:00,2024-10-11 00:00:00,,,10,1,10707.91,6952.71,EUR,EUR,1.0,1.0,2,0,1,Checked-In,2024-10-11 00:00:00,bookings_202410.csv
363,213,BK900213,Restaurant,COMP-0000363,Restaurant - Deluxe,,SUP5006,2024-10-24 02:00:00,2024-10-24 05:00:00,2024-10-11 00:00:00,,,0,2,4041.11,2875.57,EUR,EUR,1.0,1.0,2,0,1,Confirmed,2024-10-11 00:00:00,bookings_202410.csv
364,214,BK900214,Accommodation,COMP-0000364,Accommodation - Premium,ACC2057,SUP5003,2024-03-03 17:00:00,2024-03-08 17:00:00,2024-01-12 00:00:00,,,5,1,3258.19,2036.29,GBP,EUR,0.98973,1.0,2,0,0,Checked-Out,2024-01-12 00:00:00,bookings_202401.csv
365,215,BK900215,Accommodation,COMP-0000365,Accommodation - Deluxe,ACC2008,SUP5001,2025-02-28 12:00:00,2025-03-01 12:00:00,2024-10-28 00:00:00,,,1,1,842.47,579.54,EUR,EUR,1.0,1.0,3,2,1,Confirmed,2024-10-28 00:00:00,bookings_202410.csv
366,215,BK900215,Parking,COMP-0000366,Parking - Premium,,SUP5002,2025-02-28 12:00:00,2025-02-28 13:00:00,2024-10-28 00:00:00,,,0,2,687.52,504.24,EUR,EUR,1.0,1.0,3,2,1,Checked-Out,2024-10-28 00:00:00,bookings_202410.csv
367,216,BK900216,Accommodation,COMP-0000367,Accommodation - Premium,ACC2014,SUP5004,2024-12-08 14:00:00,2024-12-15 14:00:00,2024-08-30 00:00:00,2024-09-21 14:00:00,Flight cancelled,7,1,2028.78,1569.18,EUR,EUR,1.0,1.0,1,2,0,Cancelled,2024-08-30 00:00:00,bookings_202408.csv
368,216,BK900216,Laundry,COMP-0000368,Laundry - Deluxe,,SUP5001,2024-12-08 14:00:00,2024-12-08 17:00:00,2024-08-30 00:00:00,2024-09-21 14:00:00,Flight cancelled,0,2,387.73,302.19,GBP,EUR,0.99366,1.0,1,2,0,Cancelled,2024-08-30 00:00:00,bookings_202408.csv
369,217,BK900217,Accommodation,COMP-0000369,Accommodation - Deluxe,ACC2026,SUP5001,2025-01-18 21:00:00,2025-01-25 21:00:00,2024-09-08 00:00:00,,,7,1,8179.97,6000.32,EUR,EUR,1.0,1.0,2,0,0,Confirmed,2024-09-08 00:00:00,bookings_202409.csv
370,218,BK900218,Accommodation,COMP-0000370,Accommodation - Premium,ACC2047,SUP5002,2024-09-04 20:00:00,2024-09-05 20:00:00,2024-08-04 00:00:00,,,1,1,2030.26,1170.94,EUR,EUR,1.0,1.0,3,0,1,Checked-In,2024-08-04 00:00:00,bookings_202408.csv
371,219,BK900219,Accommodation,COMP-0000371,Accommodation - Standard,ACC2030,SUP5004,2024-01-14 15:00:00,2024-01-15 15:00:00,2023-07-29 00:00:00,,,1,1,426.05,292.64,EUR,EUR,1.0,1.0,2,0,0,Checked-In,2023-07-29 00:00:00,bookings_202307.csv
372,219,BK900219,Restaurant,COMP-0000372,Restaurant - Deluxe,,SUP5006,2024-01-14 15:00:00,2024-01-14 16:00:00,2023-07-29 00:00:00,,,0,2,132.01,85.74,EUR,EUR,1.0,1.0,2,0,0,Checked-In,2023-07-29 00:00:00,bookings_202307.csv
373,220,BK900220,Accommodation,COMP-0000373,Accommodation - Deluxe,ACC2047,SUP5005,2025-02-09 19:00:00,2025-02-11 19:00:00,2024-12-09 00:00:00,,,2,1,1986.5,1356.55,GBP,EUR,1.03987,1.0,2,0,0,Confirmed,2024-12-09 00:00:00,bookings_202412.csv
374,220,BK900220,Laundry,COMP-0000374,Laundry - Deluxe,,SUP5004,2025-02-09 19:00:00,2025-02-09 20:00:00,2024-12-09 00:00:00,,,0,2,1619.66,1075.52,EUR,EUR,1.0,1.0,2,0,0,Confirmed,2024-12-09 00:00:00,bookings_202412.csv
375,220,BK900220,Laundry,COMP-0000375,Laundry - Deluxe,,SUP5006,2025-02-09 19:00:00,2025-02-09 23:00:00,2024-12-09 00:00:00,,,0,3,1407.52,969.77,GBP,EUR,0.9328,1.0,2,0,0,Confirmed,2024-12-09 00:00:00,bookings_202412.csv
376,221,BK900221,Accommodation,COMP-0000376,Accommodation - Standard,ACC2013,SUP5003,2024-03-27 03:00:00,2024-03-30 03:00:00,2023-10-01 00:00:00,,,3,1,2181.72,1654.75,USD,EUR,1.07423,1.0,1,0,1,Confirmed,2023-10-01 00:00:00,bookings_202310.csv
377,221,BK900221,Restaurant,COMP-0000377,Restaurant - Deluxe,,SUP5005,2024-03-27 03:00:00,2024-03-27 06:00:00,2023-10-01 00:00:00,,,0,2,1058.83,700.65,EUR,EUR,1.0,1.0,1,0,1,Checked-Out,2023-10-01 00:00:00,bookings_202310.csv
378,221,BK900221,Laundry,COMP-0000378,Laundry - Deluxe,,SUP5005,2024-03-27 03:00:00,2024-03-27 07:00:00,2023-10-01 00:00:00,,,0,3,1246.47,956.02,GBP,EUR,0.92888,1.0,1,0,1,Checked-Out,2023-10-01 00:00:00,bookings_202310.csv
379,222,BK900222,Accommodation,COMP-0000379,Accommodation - Deluxe,ACC2024,SUP5004,2023-08-03 23:00:00,2023-08-10 23:00:00,2023-04-01 00:00:00,,,7,1,5129.57,3964.67,USD,EUR,0.95369,1.0,2,0,0,Checked-In,2023-04-01 00:00:00,bookings_202304.csv
380,223,BK900223,Accommodation,COMP-0000380,Accommodation - Standard,ACC2049,SUP5001,2024-09-11 21:00:00,2024-09-15 21:00:00,2024-05-21 00:00:00,,,4,1,3128.33,1726.74,USD,EUR,0.99936,1.0,1,2,0,Checked-Out,2024-05-21 00:00:00,bookings_202405.csv
381,223,BK900223,Minibar,COMP-0000381,Minibar - Premium,,SUP5006,2024-09-11 21:00:00,2024-09-12 00:00:00,2024-05-21 00:00:00,,,0,2,1654.1,1142.48,EUR,EUR,1.0,1.0,1,2,0,Checked-Out,2024-05-21 00:00:00,bookings_202405.csv
382,224,BK900224,Accommodation,COMP-0000382,Accommodation - Premium,ACC2022,SUP5006,2024-12-07 20:00:00,2024-12-09 20:00:00,2024-07-07 00:00:00,,,2,1,1522.32,1152.63,EUR,EUR,1.0,1.0,4,0,1,Checked-Out,2024-07-07 00:00:00,bookings_202407.csv
383,224,BK900224,Spa,COMP-0000383,Spa - Standard,,SUP5004,2024-12-07 20:00:00,2024-12-07 22:00:00,2024-07-07 00:00:00,,,0,2,1092.49,611.73,USD,EUR,0.97941,1.0,4,0,1,Checked-Out,2024-07-07 00:00:00,bookings_202407.csv
384,224,BK900224,Transfer,COMP-0000384,Transfer - Standard,,SUP5004,2024-12-07 20:00:00,2024-12-07 23:00:00,2024-07-07 00:00:00,,,0,3,882.08,545.54,GBP,EUR,1.03409,1.0,4,0,1,Confirmed,2024-07-07 00:00:00,bookings_202407.csv
385,225,BK900225,Accommodation,COMP-0000385,Accommodation - Deluxe,ACC2043,SUP5003,2023-09-19 05:00:00,2023-09-26 05:00:00,2023-06-18 00:00:00,2023-07-13 05:00:00,Change of plans,7,1,14435.8,8800.01,GBP,EUR,1.07553,1.0,4,0,1,Cancelled,2023-06-18 00:00:00,bookings_202306.csv
386,225,BK900225,Restaurant,COMP-0000386,Restaurant - Deluxe,,SUP5006,2023-09-19 05:00:00,2023-09-19 06:00:00,2023-06-18 00:00:00,2023-07-13 05:00:00,Change of plans,0,2,11082.29,7409.8,USD,EUR,1.03673,1.0,4,0,1,Cancelled,2023-06-18 00:00:00,bookings_202306.csv
387,225,BK900225,Minibar,COMP-0000387,Minibar - Standard,,SUP5003,2023-09-19 05:00:00,2023-09-19 09:00:00,2023-06-18 00:00:00,2023-07-13 05:00:00,Change of plans,0,3,11543.13,7314.78,GBP,EUR,1.07595,1.0,4,0,1,Cancelled,2023-06-18 00:00:00,bookings_202306.csv
388,226,BK900226,Accommodation,COMP-0000388,Accommodation - Standard,ACC2054,SUP5006,2024-12-19 00:00:00,2024-12-29 00:00:00,2024-12-11 00:00:00,,,10,1,12843.68,8038.46,GBP,EUR,0.97812,1.0,2,0,0,Checked-In,2024-12-11 00:00:00,bookings_202412.csv
389,226,BK900226,Transfer,COMP-0000389,Transfer - Deluxe,,SUP5003,2024-12-19 00:00:00,2024-12-19 01:00:00,2024-12-11 00:00:00,,,0,2,10540.86,6326.19,USD,EUR,0.94789,1.0,2,0,0,Checked-Out,2024-12-11 00:00:00,bookings_202412.csv
390,227,BK900227,Accommodation,COMP-0000390,Accommodation - Premium,ACC2019,SUP5006,2023-06-28 02:00:00,2023-06-30 02:00:00,2023-05-04 00:00:00,2023-05-20 02:00:00,Flight cancelled,2,1,1235.21,869.69,USD,EUR,1.08231,1.0,1,1,0,Cancelled,2023-05-04 00:00:00,bookings_202305.csv
391,227,BK900227,Spa,COMP-0000391,Spa - Deluxe,,SUP5002,2023-06-28 02:00:00,2023-06-28 05:00:00,2023-05-04 00:00:00,2023-05-20 02:00:00,Flight cancelled,0,2,912.74,646.04,EUR,EUR,1.0,1.0,1,1,0,Cancelled,2023-05-04 00:00:00,bookings_202305.csv
392,227,BK900227,Laundry,COMP-0000392,Laundry - Standard,,SUP5002,2023-06-28 02:00:00,2023-06-28 06:00:00,2023-05-04 00:00:00,2023-05-20 02:00:00,Flight cancelled,0,3,147.6,98.42,GBP,EUR,0.93675,1.0,1,1,0,Cancelled,2023-05-04 00:00:00,bookings_202305.csv
393,228,BK900228,Accommodation,COMP-0000393,Accommodation - Premium,ACC2040,SUP5005,2025-02-26 05:00:00,2025-03-05 05:00:00,2024-08-30 00:00:00,,,7,1,2140.95,1529.85,EUR,EUR,1.0,1.0,2,0,0,Confirmed,2024-08-30 00:00:00,bookings_202408.csv
394,229,BK900229,Accommodation,COMP-0000394,Accommodation - Deluxe,ACC2002,SUP5004,2024-06-04 04:00:00,2024-06-06 04:00:00,2024-01-25 00:00:00,,,2,1,1243.56,942.57,GBP,EUR,1.01872,1.0,2,0,0,Confirmed,2024-01-25 00:00:00,bookings_202401.csv
395,230,BK900230,Accommodation,COMP-0000395,Accommodation - Standard,ACC2021,SUP5001,2024-03-17 22:00:00,2024-03-20 22:00:00,2023-11-14 00:00:00,,,3,1,1702.13,1066.55,EUR,EUR,1.0,1.0,1,0,0,Confirmed,2023-11-14 00:00:00,bookings_202311.csv
396,230,BK900230,Restaurant,COMP-0000396,Restaurant - Standard,,SUP5004,2024-03-17 22:00:00,2024-03-18 01:00:00,2023-11-14 00:00:00,,,0,2,1317.29,931.56,EUR,EUR,1.0,1.0,1,0,0,Checked-Out,2023-11-14 00:00:00,bookings_202311.csv
397,231,BK900231,Accommodation,COMP-0000397,Accommodation - Standard,ACC2042,SUP5006,2023-07-26 08:00:00,2023-07-28 08:00:00,2023-02-19 00:00:00,,,2,1,1385.05,861.67,EUR,EUR,1.0,1.0,2,0,1,Checked-Out,2023-02-19 00:00:00,bookings_202302.csv
398,232,BK900232,Accommodation,COMP-0000398,Accommodation - Deluxe,ACC2016,SUP5003,2023-07-01 01:00:00,2023-07-03 01:00:00,2023-01-06 00:00:00,,,2,1,589.4,385.24,GBP,EUR,0.91965,1.0,1,0,0,Confirmed,2023-01-06 00:00:00,bookings_202301.csv
399,232,BK900232,Restaurant,COMP-0000399,Restaurant - Deluxe,,SUP5001,2023-07-01 01:00:00,2023-07-01 04:00:00,2023-01-06 00:00:00,,,0,2,171.55,113.37,USD,EUR,0.96935,1.0,1,0,0,Confirmed,2023-01-06 00:00:00,bookings_202301.csv
400,233,BK900233,Accommodation,COMP-0000400,Accommodation - Premium,ACC2048,SUP5003,2024-09-27 00:00:00,2024-10-04 00:00:00,2024-09-11 00:00:00,,,7,1,18259.13,11063.13,EUR,EUR,1.0,1.0,4,1,0,Checked-Out,2024-09-11 00:00:00,bookings_202409.csv
401,233,BK900233,Laundry,COMP-0000401,Laundry - Premium,,SUP5002,2024-09-27 00:00:00,2024-09-27 01:00:00,2024-09-11 00:00:00,,,0,2,7967.23,6193.61,EUR,EUR,1.0,1.0,4,1,0,Confirmed,2024-09-11 00:00:00,bookings_202409.csv
402,234,BK900234,Accommodation,COMP-0000402,Accommodation - Premium,ACC2045,SUP5002,2024-03-31 08:00:00,2024-04-02 08:00:00,2024-03-08 00:00:00,,,2,1,2554.84,1552.93,USD,EUR,0.95778,1.0,3,0,1,Checked-Out,2024-03-08 00:00:00,bookings_202403.csv
403,234,BK900234,Minibar,COMP-0000403,Minibar - Standard,,SUP5004,2024-03-31 08:00:00,2024-03-31 09:00:00,2024-03-08 00:00:00,,,0,2,794.88,523.13,EUR,EUR,1.0,1.0,3,0,1,Checked-In,2024-03-08 00:00:00,bookings_202403.csv
404,235,BK900235,Accommodation,COMP-0000404,Accommodation - Standard,ACC2013,SUP5006,2024-07-14 21:00:00,2024-07-24 21:00:00,2024-04-01 00:00:00,,,10,1,2154.26,1308.36,GBP,EUR,1.08218,1.0,1,0,1,Confirmed,2024-04-01 00:00:00,bookings_202404.csv
